UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
7655,L52551,L,298.4920223,310.7576439,1600,17.85292799,128
3649,H34786,H,299.2726253,311.2028062,1874,14.88033818,46
2742,M20233,M,302.4923744,309.6489733,1732,52.18980081,203
7153,L52554,L,299.7543919,306.0282082,1314,33.61210482,148
5228,L52555,L,302.6049329,311.0146433,2690,55.48788793,200
5512,H34790,H,300.6036979,312.5205141,1449,22.48049627,38
6220,L52557,L,298.4470388,311.5346266,2501,27.45067294,2
2298,L52558,L,302.7518044,312.4226591,1922,69.07813286,143
4337,L52559,L,297.492265,307.3241271,2242,34.49659515,67
7394,L52560,L,297.3643234,312.8999923,1662,46.8214126,153
9892,L52561,L,299.9414269,308.309767,1576,11.56646373,246
3335,L52562,L,297.6998131,305.808579,2817,16.81876374,237
2063,L52563,L,295.3836007,312.5314723,1440,6.412626658,181
8857,M20244,M,301.2643373,313.3287523,1625,34.6941951,12
8688,H34799,H,300.0020632,311.0100214,2311,75.79337633,188
1465,L52566,L,299.3987639,307.5746367,1213,67.41796551,19
3706,L52567,L,304.1961103,307.7391302,2434,49.87576901,82
6913,M20248,M,300.5550325,309.4794023,1478,66.48782461,26
436,L52569,L,303.2435705,312.9724317,1729,47.05552914,129
4397,H34804,H,296.5829422,306.911741,1498,30.64637449,9
7097,L52571,L,300.5366995,312.3903867,1178,16.434178,187
1698,L52572,L,303.2854126,308.0595528,2075,51.3419484,88
8130,L52573,L,300.664573,312.249548,2615,17.85413292,18
8095,M20254,M,301.9057304,313.1541967,2239,34.18878877,142
7123,L52575,L,298.7228008,309.1627004,2568,63.91837411,102
9239,L52576,L,296.1505356,308.6569103,2759,13.20789323,46
9282,M20257,M,299.5126827,312.1979927,1175,13.19275931,240
1419,L52578,L,298.9292104,309.9888113,2151,20.13649586,151
3049,H34813,H,303.2769537,311.2440373,2717,43.97957996,15
8762,L52580,L,297.5447568,310.7449168,2561,22.12546922,80
7161,M20261,M,304.1939549,306.9383996,2631,40.43280983,187
8221,L52582,L,304.1148707,312.5428019,1733,25.78433409,207
7644,L52583,L,297.5782111,307.2857784,2675,40.65443252,209
641,H34818,H,298.502078,313.2514854,1440,24.01156949,176
7202,L52585,L,303.5391128,307.7296275,2108,75.14490094,131
6419,L52586,L,304.1929244,311.6444359,2068,39.6698632,193
6488,L52587,L,299.3796397,308.0057087,1298,57.937242,176
4776,L52588,L,298.2531728,308.2740618,2712,54.79978949,112
1986,L52589,L,300.1400649,308.211015,1891,39.51272249,158
4817,M20270,M,301.6274767,311.7579273,1801,21.18915809,65
4168,L52591,L,297.8159655,310.2102025,1281,40.98029063,53
2030,L52592,L,302.0755532,312.8519149,1699,53.37473421,1
7313,H34827,H,295.7752477,308.189719,2690,37.2821229,60
7206,L52594,L,295.7535093,311.3051394,2530,9.764147816,14
8666,M20275,M,298.8538469,311.7988837,2212,5.109179112,252
5117,L52596,L,298.5519534,306.9270051,1200,27.66943166,251
171,L52597,L,298.2038256,308.9447738,1300,14.73630182,59
3245,L52598,L,299.8173818,309.6108217,2087,69.7706499,111
2472,L52599,L,298.250749,308.5810679,2142,16.60061838,42
7032,L52600,L,297.0687728,308.309112,1193,32.50378158,92
5976,M20281,M,298.1471199,311.2600011,2555,55.63924288,225
1246,M20282,M,304.2691193,307.4485178,1768,63.16269685,167
7770,L52603,L,299.0822434,311.446065,2283,38.57751755,223
8990,L52604,L,299.3913575,313.273858,1712,16.9866287,212
6020,L52605,L,300.6042139,310.2780999,2429,23.52117228,29
5568,L52606,L,304.3467351,310.6526173,1185,34.30090299,62
322,L52607,L,297.5227317,306.2583549,2465,30.3424861,23
3935,L52608,L,301.5677954,312.7022629,2101,29.18337672,171
7320,L52609,L,301.8870592,308.0121271,1456,13.39895677,13
3896,L52610,L,300.8873846,310.6819144,2218,70.28898636,27
9261,L52611,L,296.1149207,313.6308086,1984,5.966280947,141
7164,L52612,L,301.5272249,310.5235711,2625,35.83215491,183
8516,L52613,L,295.8896713,311.5701468,1275,75.16740465,107
6556,L52614,L,300.7845124,309.3070889,2140,51.82790275,33
3333,M20295,M,302.1041468,306.1889633,2115,29.67389632,77
5339,M20296,M,297.240923,312.1605547,1905,14.43590415,246
2668,M20297,M,303.0429225,305.9834906,1491,73.96992569,216
8837,L52618,L,295.579255,311.3753284,2034,4.818207144,11
3845,L52619,L,303.0630783,305.8856647,2722,53.40501514,183
9904,H34854,H,299.5350273,312.6846724,1902,67.87400792,60
9033,M20301,M,297.301809,306.9768519,1960,5.631683664,104
8495,L52622,L,296.5307589,309.8655991,2295,56.59273011,188
3262,M20303,M,304.0704259,310.5369207,2523,76.51538902,39
3761,L52624,L,295.9685234,309.4061178,2553,50.36597171,147
5080,M20305,M,297.1316595,308.4601843,1456,33.9886274,239
7003,L52626,L,298.4999656,309.4892958,2635,67.45637237,169
336,L52627,L,301.0061606,308.2224676,2228,44.14424914,6
1879,L52628,L,300.31217,309.248791,2539,58.35929365,78
1853,L52629,L,296.4559201,308.6071952,2059,46.5903106,120
4756,H34864,H,297.9654975,310.2862591,1210,6.587591533,72
2001,L52631,L,297.4965163,307.6271857,2317,19.31695514,67
5239,M20312,M,297.2645943,313.7081181,1176,9.533988186,30
7789,L52633,L,299.0825279,309.7570466,2717,11.5668691,214
2130,L52634,L,301.7770894,307.2727128,2322,4.921519933,69
5133,M20315,M,297.300567,309.5642407,2516,34.46081047,219
969,M20316,M,298.6734457,312.7179625,1351,16.80583879,203
2526,M20317,M,298.8964403,305.876635,2473,66.09470669,46
2347,L52638,L,304.2834001,311.2043884,2062,58.40273273,178
750,L52639,L,304.0829305,310.1385392,2244,45.52728522,57
9492,M20320,M,302.6612658,307.0734198,2744,39.40075394,149
8496,M20321,M,297.5232621,312.3215592,2037,22.42723703,23
2916,L52642,L,295.9259433,308.6879654,1700,38.37646672,33
5957,L52643,L,298.2155181,308.0797964,2568,50.48149128,62
3345,M20324,M,297.7545099,312.4078141,2486,60.74626102,187
7580,L52645,L,299.9545174,310.8720529,2399,9.746454424,146
8228,M20326,M,302.4550968,312.9758986,2167,55.37622934,23
3550,L52647,L,303.196571,310.802058,1830,57.87073503,63
5622,L52648,L,303.0727496,311.700623,2668,44.49317623,147
6726,M20329,M,298.6090152,312.4752118,2121,19.40243745,115
1434,M20330,M,301.622556,306.1433911,1236,43.05263797,97
81,L52651,L,298.1780746,311.9859966,2628,40.3969154,238
9695,L52652,L,295.860331,310.6710225,1468,38.43169502,26
5506,L52653,L,301.7544004,306.2630132,1194,37.33458585,185
3512,M20334,M,295.3904135,309.8194812,2819,11.86810123,43
6179,L52655,L,299.0644798,306.3679104,2097,17.1145729,92
2943,M20336,M,298.3302893,311.6611723,1821,10.88577604,64
8987,L52657,L,301.6790734,310.1266639,1720,21.45238585,118
9923,L52658,L,302.3494583,313.4239457,1273,22.98110978,173
8376,M20339,M,298.0976707,307.1833965,1753,21.64152272,227
4654,H34894,H,302.7669685,310.608871,1739,19.15563616,53
9364,L52661,L,298.0040342,307.4138153,1977,57.33872491,119
2043,L52662,L,299.4062025,310.6739264,1801,63.39156109,234
1288,M20343,M,301.9885704,311.5534626,2202,27.61355097,166
3561,M20344,M,301.6748661,311.5506651,2098,26.01338331,236
7794,L52665,L,304.3837899,312.3020993,1826,65.24555506,237
282,L52666,L,297.3714814,312.6137568,2407,49.22166004,6
4711,M20347,M,301.3933248,306.325901,2053,25.16231004,53
7774,L52668,L,300.9090736,308.480464,1488,55.7509749,42
8609,L52669,L,303.7189058,311.2656924,1627,28.88635658,19
317,L52670,L,296.7385317,309.7385489,2717,46.50124872,83
2964,M20351,M,302.2165431,307.2444752,1746,76.06375738,152
1092,M20352,M,300.5280713,310.1769475,2883,25.75607052,42
5079,L52673,L,297.826926,309.0002288,2044,71.54229285,212
3886,L52674,L,299.6648012,308.85931,1921,27.14349576,200
5600,H34909,H,298.3707447,312.2590051,1327,43.13287208,126
677,M20356,M,300.6296833,309.0015465,1631,37.28681988,154
1125,M20357,M,303.4788056,305.9142815,2165,60.81401614,219
1114,M20358,M,300.5376059,306.170313,2713,8.247548522,152
1973,H34913,H,301.1118462,312.6355767,2827,49.45450374,35
7768,L52680,L,300.0724802,313.4808666,2464,59.17655355,225
4223,L52681,L,295.7707227,311.2761156,1408,38.17214518,65
4715,L52682,L,297.4422987,308.6513832,2103,11.46530176,120
4930,H34917,H,299.8264159,313.3026626,2131,21.62180498,8
9615,L52684,L,298.1541646,311.068705,2126,53.28014854,82
7662,L52685,L,296.9722251,312.5391017,2846,68.98784166,78
7144,L52686,L,299.9380221,311.9034037,2032,34.49310659,180
8948,L52687,L,298.2698501,308.7710285,2358,44.59799615,20
4872,L52688,L,297.6745903,309.5774878,2760,20.42643067,177
3837,L52689,L,299.5686658,307.2076705,1817,33.80912926,15
7310,L52690,L,296.5262152,308.0653142,1494,28.31829801,193
7382,L52691,L,303.8352607,312.0028179,2032,51.52225989,25
4475,L52692,L,303.2828593,312.941225,1696,75.48608368,171
8684,M20373,M,301.8101094,311.5681294,2464,63.0084913,28
684,L52694,L,296.2771672,309.4679069,2046,17.78958178,224
1976,H34929,H,302.4380707,306.4007251,2567,45.85500159,97
304,L52696,L,302.7332074,306.1612784,2566,8.634772848,173
1953,L52697,L,302.3634345,308.7320371,1501,21.77544744,218
3570,M20378,M,296.3484862,309.4569559,2194,16.33744682,70
7910,L52699,L,301.2239532,310.633877,2434,28.22771514,176
4005,M20380,M,302.9757881,305.7525651,2811,53.21765695,142
6066,L52701,L,300.6116513,313.7167554,2242,40.15583347,16
9453,L52702,L,301.2469479,308.647905,2049,71.71579412,136
7398,M20383,M,299.516944,312.5695668,1517,19.28811554,204
1031,L52704,L,300.1641073,310.0332303,1341,30.31442585,31
5827,M20385,M,295.6162671,306.7565596,1283,27.81326759,65
4352,L52706,L,301.1784598,312.160281,2886,20.97815197,58
9387,M20387,M,296.0493144,311.4495993,1528,76.10283199,159
7720,L52708,L,299.3021343,309.9722323,2546,31.99001971,110
8426,M20389,M,297.9924269,309.86788,2857,72.26905378,211
1719,M20390,M,300.3179371,306.4085848,1243,32.2264689,170
493,M20391,M,296.5274303,311.0123765,1923,18.65787421,82
2015,L52712,L,301.6631193,313.0810858,2272,12.47822087,109
8030,L52713,L,302.6141061,306.4552838,2420,66.08500046,218
7535,M20394,M,296.8028609,307.8344428,1239,6.136708227,227
8537,L52715,L,296.2596804,313.0086946,2594,74.00792603,58
5887,M20396,M,296.6387424,308.0031857,2409,34.24432022,29
7628,L52717,L,303.3695736,310.9969437,1619,21.80885276,10
8457,M20398,M,300.1593412,310.0320271,2078,48.75007843,207
1673,H34953,H,299.5988012,310.5302536,1534,13.47606581,118
3648,L52720,L,296.2817487,309.0678901,1993,9.052197756,153
6389,L52721,L,301.2759153,308.1299309,2781,64.06262802,93
8621,L52722,L,303.2855962,306.093121,1837,34.71603239,1
3163,L52723,L,302.91931,311.7286756,2751,41.5289576,161
2911,L52724,L,301.0597033,311.743357,2503,16.66346945,168
8646,H34959,H,295.9925642,311.1328785,2489,8.271685002,213
8541,L52726,L,296.3340527,310.9134337,2215,30.57410246,250
8614,M20407,M,295.7536427,307.6741088,1277,40.64744717,30
6634,L52728,L,297.6688088,305.880994,1219,59.52334927,62
582,H34963,H,296.5480855,312.2505947,2481,40.27658562,182
2663,M20410,M,297.692442,309.6782221,2635,60.76651089,116
5353,H34965,H,298.8425341,308.1853889,1634,12.20350636,188
4259,H34966,H,303.9754416,306.5256484,2450,8.456489805,212
6924,L52733,L,300.9154597,306.2080449,2515,15.36507819,126
6829,M20414,M,302.9817588,308.5258204,2842,60.00248284,35
9222,L52735,L,301.8352338,312.2183702,1985,59.07924081,39
1325,H34970,H,296.3350288,313.1416624,2529,14.09157617,22
101,M20417,M,302.0704677,312.9636861,1954,6.055974321,153
416,L52738,L,297.8309097,313.1520068,1723,53.68852496,17
5060,M20419,M,301.1797922,313.0525753,2096,66.06451382,78
9576,L52740,L,298.4368502,309.9705205,2613,58.69904023,33
1044,M20421,M,304.4785848,307.4772667,1426,18.56376579,213
1747,L52742,L,297.7246736,312.1641773,2816,46.29830292,155
4492,M20423,M,297.8680003,307.4310751,1232,58.93622446,106
7658,L52744,L,303.8621848,307.8643789,1330,22.42432969,48
4444,L52745,L,295.5267285,307.58936,2355,42.21807434,191
9481,L52746,L,301.7095387,309.8713575,2869,26.69271741,198
4861,M20427,M,301.9730028,308.3068028,1206,20.22189038,190
4171,L52748,L,302.9946829,306.948664,1832,74.38610299,231
4149,L52749,L,304.2648417,309.3707046,1487,70.23596672,61
7454,M20430,M,304.2755377,312.7786486,1527,36.24461081,41
6210,L52751,L,295.9005462,310.3214781,1436,13.75744285,23
38,L52752,L,302.8609218,312.8145184,1491,56.79165168,162
8958,L52753,L,301.2460514,307.2865647,1493,22.41504227,204
4807,L52754,L,301.2555476,307.0524884,2778,16.06809627,182
4844,H34989,H,296.4808193,310.3621747,1424,31.57531249,176
116,H34990,H,301.2817219,309.4529641,1367,42.37306611,76
7765,L52757,L,304.3388397,311.0473984,2629,10.89365601,94
279,L52758,L,303.6887308,312.136477,1777,45.42314324,186
454,L52759,L,299.3400021,311.7855891,2295,4.917361683,82
3214,M20440,M,295.6675214,313.3323155,2563,68.72806761,92
4704,M20441,M,298.6331001,308.9258769,2072,70.82999498,21
4465,L52762,L,302.9027909,307.3717326,1331,57.16755231,104
301,L52763,L,301.7537917,310.1623924,2304,37.76479694,84
8909,L52764,L,299.5259616,306.5970193,1782,22.3564485,60
6043,M20445,M,295.8069341,308.0396941,2740,57.9713602,207
5067,M20446,M,299.2274315,307.3838932,1273,71.6348363,157
9568,L52767,L,299.6150294,308.9121661,1866,15.34125372,68
195,M20448,M,303.8427109,306.6008543,1531,37.71184082,232
1329,M20449,M,301.1979922,305.9579181,2212,26.7510471,187
6394,M20450,M,298.1672068,311.0200314,1827,29.77080224,232
4354,L52771,L,300.132928,310.6430167,2320,33.33916648,5
7134,L52772,L,295.9077088,311.4377074,2674,73.09077387,84
7389,L52773,L,304.2476278,311.0491302,1866,22.62878582,233
1558,L52774,L,298.6125511,306.6257869,2390,39.66680109,113
5977,M20455,M,299.6963797,308.0577389,1914,73.06828794,138
7530,M20456,M,298.5686126,306.7491655,2811,38.45694161,23
3125,L52777,L,301.5791079,312.5280765,2712,66.6700452,219
4883,L52778,L,301.3925359,311.7499196,2128,8.078075571,247
7120,M20459,M,301.8809653,307.3323687,2611,73.18061446,78
8721,L52780,L,297.7669177,308.4646048,2417,17.4522675,230
8690,L52781,L,298.20415,313.5295814,2097,75.13927053,109
6783,L52782,L,296.4523113,310.5126908,1376,16.58199579,103
6299,L52783,L,301.3306917,312.1893603,2436,36.149841,50
7147,L52784,L,295.6661336,307.8431874,2479,26.26713499,238
1811,L52785,L,300.7986775,307.4014287,2257,35.33924746,18
7915,L52786,L,303.3012021,312.0497271,2344,22.03820107,177
2846,M20467,M,303.4956558,311.2555669,1658,74.07510762,208
2126,M20468,M,299.4311474,311.2159212,2626,26.05677884,130
7342,M20469,M,299.5255939,310.1763401,1870,51.3584136,130
320,L52790,L,296.0081165,310.2649846,2409,13.80617724,230
8087,M20471,M,301.4710382,311.6591498,2620,63.8154089,127
3364,L52792,L,302.8555867,307.8870201,1669,43.29457829,91
3387,M20473,M,297.5508265,308.5574246,1833,75.10367787,30
3339,H35028,H,299.1759681,312.7602578,2785,34.62368139,105
8178,M20475,M,303.0173219,308.2018081,1388,18.0286053,248
8437,L52796,L,303.3695083,310.1251075,1602,28.99018316,123
6735,L52797,L,297.5372558,311.3913797,1447,57.45109612,112
7259,M20478,M,300.3652498,313.7993911,2814,51.78295473,174
870,L52799,L,297.070937,309.2258598,2283,60.46369127,135
1460,L52800,L,296.2372846,309.1675523,1691,9.148637272,16
6785,M20481,M,303.6823086,312.5249659,2330,46.05084685,98
4110,L52802,L,302.848669,312.2245752,1834,71.66187969,99
7043,L52803,L,302.2923211,311.6217146,2214,11.65525974,218
6430,M20484,M,295.7486501,309.4521601,2608,10.66760685,103
8863,L52805,L,303.0623049,308.3239069,1899,55.96879774,44
686,H35040,H,299.3300055,310.6307169,1515,26.74528279,96
5028,L52807,L,298.4500351,312.7974087,2428,51.74456651,59
1975,L52808,L,300.3275825,312.8585974,1932,43.50399255,113
7595,L52809,L,296.1404498,306.5788366,2101,75.58565273,202
9204,M20490,M,302.2611483,309.1696373,1350,68.52330715,20
9577,L52811,L,300.6584027,309.4642478,1675,53.1636985,197
4139,L52812,L,297.0166289,313.6186845,1365,22.84991278,111
9103,L52813,L,297.0317362,311.1917839,2873,22.8669142,148
1318,M20494,M,296.9950876,308.998696,2314,68.02734868,124
5465,L52815,L,295.824422,305.9110689,2737,46.41282955,242
5116,L52816,L,300.7077457,310.2796198,1548,61.25971373,185
7410,M20497,M,303.0312032,306.4782154,1992,36.55011424,182
567,L52818,L,295.4609836,312.4590447,2706,11.30376075,27
7896,L52819,L,295.7508427,311.7954012,2197,28.01957416,80
9658,L52820,L,300.5694865,309.4301242,2495,15.53166134,81
9400,L52821,L,302.8393603,309.1766073,2805,60.71742904,202
7298,L52822,L,298.3059978,312.9684456,1359,54.79727285,45
2466,L52823,L,298.5164525,308.0365126,2567,10.23646075,43
4145,L52824,L,300.7863878,307.7170617,1692,49.03685703,88
4349,M20505,M,297.8227586,313.3074992,2227,67.43706491,221
3927,M20506,M,295.544797,312.2548913,2261,54.56812071,243
7560,H35061,H,302.0641024,312.3470673,1456,41.00894727,247
4011,L52828,L,301.0559792,307.2810699,1272,26.50364714,152
2878,M20509,M,300.6429552,306.8606975,1480,68.38064337,198
1401,L52830,L,302.123494,305.9108394,2246,34.58019542,176
6708,M20511,M,301.5121237,307.6200362,2298,66.07265264,228
9761,L52832,L,297.1941143,311.970943,2844,60.80238822,117
741,L52833,L,298.5428256,307.6443112,1474,63.22132307,173
6331,L52834,L,296.4602133,311.6057366,1988,75.85725947,218
8892,L52835,L,296.4946845,307.7404569,1203,58.30961996,119
703,M20516,M,301.5210009,308.9018692,2324,6.27818012,217
6256,L52837,L,303.199121,313.6636145,2054,18.75559047,62
4389,M20518,M,304.1571398,307.682975,2216,6.362206944,76
9148,M20519,M,301.0807935,308.7486021,2228,17.62570789,87
9066,L52840,L,296.9937322,308.1388062,2210,8.272796378,252
7128,L52841,L,296.2719832,306.5879624,1202,40.3177206,139
1821,L52842,L,302.7782289,309.6681426,2554,5.853412316,77
7907,M20523,M,300.6245596,308.7673944,2609,38.20375845,184
4745,M20524,M,300.9882222,311.3285854,2621,69.23561804,200
4392,L52845,L,302.4894512,312.3225158,2709,58.29633372,63
1380,L52846,L,301.7701505,310.1084227,1634,72.51999124,158
8471,L52847,L,302.9770159,305.960791,2064,20.29988513,3
8039,M20528,M,295.8171679,310.7132711,1366,42.46304743,181
4348,M20529,M,302.1771899,306.1486649,2737,26.99258419,82
9224,L52850,L,303.1278454,310.6924862,2759,39.75008113,192
1344,H35085,H,297.9324424,311.2487426,1935,44.35512039,220
5271,H35086,H,301.1921149,307.3019178,2402,6.434350299,236
605,L52853,L,298.190291,312.3367038,2800,20.78104664,5
6520,M20534,M,304.1133338,313.0797896,2692,55.10745833,192
7533,M20535,M,295.6074969,312.2860044,1408,60.06916019,216
6584,L52856,L,300.6340942,308.1713844,2361,45.25605955,90
592,L52857,L,296.8318326,310.4518084,1461,23.51635323,21
8039,M20538,M,301.8524259,313.1100027,2089,33.2901237,144
6164,M20539,M,296.9181906,308.2973843,2506,10.7914799,186
3955,M20540,M,297.465526,312.3422254,2318,73.1914761,28
8204,L52861,L,299.8482115,305.7767486,1635,67.0397199,194
6780,H35096,H,303.7164815,305.7295383,1534,8.575850855,144
122,M20543,M,297.2477722,311.8536644,2212,15.92052046,1
2277,H35098,H,296.6270082,311.8677254,1483,46.10367532,31
8096,L52865,L,302.2825869,312.0907152,1925,20.7209094,149
7077,L52866,L,299.9056997,313.2332174,2281,71.82437082,102
878,L52867,L,303.688423,306.6550411,2595,58.80699429,224
786,M20548,M,296.6488539,307.5790784,2709,23.69562214,185
2077,L52869,L,301.2425366,313.0201719,1618,4.244182735,180
5672,L52870,L,297.4424881,307.1356132,1945,61.99977008,213
101,L52871,L,296.7421959,311.2260571,2075,34.67373086,174
8568,M20552,M,301.5875506,309.9967503,2800,50.56509742,131
8838,M20553,M,300.7618985,306.3738688,2341,24.69176729,165
3383,L52874,L,302.2444126,308.0106357,1613,14.20117328,116
5961,L52875,L,298.1470557,309.915015,2124,52.96268388,140
6344,H35110,H,299.4213392,312.6040359,1247,36.58363002,60
4817,L52877,L,299.0303394,311.4310618,2208,20.92035424,250
2024,L52878,L,304.3536231,310.7372536,1305,13.81931837,214
7293,L52879,L,297.9886904,309.7178664,1819,46.05891448,63
1046,L52880,L,298.0123186,308.1193403,2018,56.62003565,76
2098,M20561,M,298.5618435,306.6658838,2699,24.46697084,211
3823,L52882,L,300.4942655,309.0135159,1719,57.31837657,32
4822,H35117,H,297.6213692,305.9309998,2871,17.13129607,97
3867,L52884,L,303.7206675,307.4095527,1241,28.43666231,165
6210,L52885,L,297.7443072,309.2031153,2265,58.02743048,125
8077,L52886,L,303.5415047,309.090702,1217,51.85844823,156
2350,L52887,L,296.2519706,306.058793,2201,23.49412004,249
384,L52888,L,301.3403769,310.4713872,2294,12.69142811,60
2586,L52889,L,303.6442668,310.1524425,1555,6.892065336,31
703,H35124,H,296.8524948,306.3326449,1552,64.8002251,138
2097,L52891,L,304.208608,313.3396207,1466,9.270333929,17
319,L52892,L,299.4665269,306.5050005,1506,12.16072708,44
8213,L52893,L,304.000579,312.6241566,2580,21.10533388,20
592,L52894,L,301.5267444,305.7025088,1641,36.24475447,11
4105,H35129,H,298.0745992,312.8464769,1783,61.29649944,243
1461,L52896,L,297.0323832,305.8597298,2129,21.81656773,102
1912,L52897,L,298.0943624,311.8382775,1959,43.36740048,19
3127,L52898,L,296.1557602,308.6296956,2333,10.37911961,6
6913,L52899,L,296.6235853,311.6795561,2361,37.61640117,90
6848,L52900,L,296.2628761,308.9541362,1180,16.73211872,247
7045,M20581,M,299.1910806,306.2743542,2860,19.17474549,198
5349,L52902,L,302.6193211,311.9168042,1616,30.50511,129
1271,M20583,M,296.6007287,306.2771468,1341,59.22611247,42
7167,L52904,L,296.498948,313.1691755,2865,57.9622121,96
282,M20585,M,301.2195463,306.1128897,2323,34.01003269,20
5213,M20586,M,297.1140834,309.5825347,2731,12.43926003,28
1830,M20587,M,296.1980124,311.5565789,1762,24.23434994,31
8745,M20588,M,296.8350069,308.8852964,2099,40.58990053,172
3740,M20589,M,303.7983288,307.4595911,1436,67.09317749,75
6277,L52910,L,302.8575355,311.8486368,2442,74.28893596,204
2965,L52911,L,298.557394,312.0527871,2561,50.20788407,102
5617,L52912,L,301.3335511,313.1738294,1785,29.32997651,235
7764,L52913,L,300.2429362,308.7469374,1940,54.28341143,112
2808,L52914,L,301.5295432,309.800639,2032,28.27755389,186
2920,L52915,L,301.5805746,308.6413404,1693,49.33446741,103
1571,M20596,M,301.0843529,307.7823628,2783,21.54620642,130
5757,L52917,L,297.7481326,311.783367,2055,23.23677745,38
6708,L52918,L,295.6588591,308.4511799,2697,9.276422882,50
7950,M20599,M,299.4912144,309.1680105,1839,34.38627588,115
6877,M20600,M,303.4969597,308.9697566,1345,48.80310506,7
8253,M20601,M,300.5393748,311.4725559,2858,61.22427191,109
3576,L52922,L,302.9579976,313.1341446,2738,62.79337406,45
2829,M20603,M,304.422944,311.1007241,1426,76.04995592,193
2575,H35158,H,296.8052691,309.519819,1427,10.18861684,5
3383,L52925,L,301.6643543,312.0115614,2326,39.70035674,111
3765,M20606,M,301.5035009,310.8918677,2652,41.75606909,57
3425,L52927,L,304.3155901,306.1909439,2680,62.37003344,168
1099,M20608,M,304.3675268,306.474875,1810,23.19089993,121
198,H35163,H,301.6174432,306.0071272,1248,8.850304892,248
2689,L52930,L,297.5412561,309.4002122,2558,26.64164139,244
7099,H35165,H,302.6467137,312.3894128,2250,75.42994596,206
6130,H35166,H,296.284668,308.2359737,2265,69.2793192,114
9761,L52933,L,302.4824336,308.8116975,2430,32.57397876,238
9063,L52934,L,303.6738043,313.0667646,1296,67.59260151,53
510,L52935,L,298.8220672,312.4789179,1579,6.184526444,75
2464,M20616,M,301.1018447,311.0868897,1482,26.67405684,168
7098,L52937,L,299.2573131,307.8611106,2565,56.71190253,47
1889,L52938,L,299.3274385,306.648036,2628,19.92172387,223
2251,L52939,L,298.1554122,305.8300765,2329,18.24286127,69
4672,M20620,M,302.3115925,306.5667864,1622,66.53958935,243
5011,L52941,L,303.9128244,308.0700312,1782,48.64144837,251
985,L52942,L,303.9549079,310.1694995,2066,75.80085389,154
796,H35177,H,296.9079878,306.2184007,2070,13.60395243,46
6090,L52944,L,303.3476416,306.803445,2200,29.72614805,204
848,L52945,L,302.0843693,307.1667537,1399,26.45633347,116
1392,M20626,M,297.6261041,310.819055,1778,67.87362691,22
7594,M20627,M,295.9190184,310.6878974,1897,22.38558666,201
5718,L52948,L,297.7655749,310.1612024,2132,29.53196063,141
2994,L52949,L,303.6923158,307.7290615,2588,14.19830615,60
7628,L52950,L,301.1252438,308.7060695,2871,60.24919154,194
4458,L52951,L,301.9337029,306.4831867,2049,21.10479907,125
4572,L52952,L,297.6658016,307.5343309,2765,8.773715819,75
9630,H35187,H,301.918371,312.9714123,1485,35.47591574,152
8594,L52954,L,295.5587179,313.6355031,2698,32.29815142,64
878,L52955,L,298.7529564,310.9460426,1689,16.72995007,95
3155,L52956,L,301.0661308,313.1262687,2278,13.52590236,151
5710,L52957,L,296.6440884,310.9062094,1883,69.06936513,180
9099,M20638,M,302.8716329,305.9688915,2509,8.739078621,239
4442,L52959,L,297.4622879,313.7737769,2524,11.02983765,105
1096,L52960,L,301.3009862,306.5015136,2551,21.63944207,200
1807,M20641,M,299.0278137,311.2293986,2432,73.16669301,177
5997,L52962,L,300.7836011,307.7479732,2247,10.01597337,128
1677,H35197,H,296.2885451,308.875047,2301,63.20587939,233
8400,M20644,M,295.4555978,310.9320669,2240,68.74139676,38
9558,L52965,L,303.6679927,309.2355475,2207,31.30877158,201
5502,L52966,L,297.7805961,307.7294231,2264,25.19551231,43
9602,L52967,L,302.8410284,308.4090141,2051,53.11309862,234
7277,L52968,L,304.4940228,308.4665397,1369,54.95179892,104
7182,M20649,M,297.2451676,313.4705236,1260,60.58233745,93
8438,M20650,M,297.7395708,312.1687654,2840,64.26526168,132
8069,M20651,M,301.39831,309.414245,2224,23.3391892,122
2603,M20652,M,304.1821274,307.3185495,2791,53.81080462,195
5168,L52973,L,303.725492,312.2692305,1586,13.62113673,243
3482,M20654,M,299.9264548,306.973178,2394,40.98124094,123
1478,M20655,M,302.6150146,307.404744,1718,48.41816752,108
6286,L52976,L,296.5488618,308.6647085,1793,15.57408499,71
2498,L52977,L,304.2924313,312.8308204,2012,9.369676092,207
5851,L52978,L,304.1720498,306.767472,2049,17.97752964,64
1481,L52979,L,296.8063064,306.690097,1887,34.41886084,240
1788,L52980,L,298.0546927,309.7011974,2503,68.43482318,78
1813,L52981,L,296.221426,307.9389254,2111,42.52337011,87
2924,L52982,L,297.7998019,310.3066963,2660,58.29028252,142
2562,L52983,L,302.8067933,309.3582571,1561,16.47772166,177
2947,L52984,L,298.7805036,309.2231688,1976,11.51521282,249
916,M20665,M,296.1132521,306.6069811,2039,21.24414364,5
9085,L52986,L,298.4484748,306.8425025,2402,26.65049405,65
6372,M20667,M,304.3287267,312.3507365,2034,43.70182697,68
7314,L52988,L,301.0930891,312.8756502,1738,67.95451372,114
2816,H35223,H,299.1286807,307.6009366,2347,34.8195425,166
5286,L52990,L,296.8321543,306.6190301,1801,41.56850808,104
