UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type,Failure Type Encoded
4992,M19851,M,303.9,313.0,1475,41.0,11,No Failure,1
4993,L52172,L,303.8,312.9,1573,34.6,14,No Failure,1
4994,L52173,L,303.8,312.9,1819,23.7,16,No Failure,1
4995,M19854,M,303.5,312.6,1642,29.4,18,No Failure,1
4996,L52175,L,303.6,312.6,1540,39.8,21,No Failure,1
4997,M19856,M,303.6,312.8,1400,43.2,23,No Failure,1
4998,M19857,M,303.6,312.8,2659,11.4,26,Power Failure,3
4999,M19858,M,303.6,312.8,1825,25.2,29,No Failure,1
5000,M19859,M,303.7,312.9,1532,41.3,32,No Failure,1
5001,L52180,L,303.7,312.8,1832,23.6,35,No Failure,1
5002,M19861,M,303.6,312.7,2174,17.6,37,No Failure,1
5003,L52182,L,303.7,312.8,1627,31.7,40,No Failure,1
5004,L52183,L,303.7,312.8,1437,51.3,42,No Failure,1
5005,L52184,L,303.7,312.8,1364,46.3,44,No Failure,1
5006,M19865,M,303.7,312.9,1444,52.7,46,No Failure,1
5007,M19866,M,303.7,312.8,1366,47.3,49,No Failure,1
5008,L52187,L,303.8,312.9,1442,48.3,52,No Failure,1
5009,H34422,H,303.7,312.8,1488,42.8,54,No Failure,1
5010,L52189,L,303.7,312.8,1523,40.7,59,No Failure,1
5011,L52190,L,303.7,312.8,1543,38.3,61,No Failure,1
5012,M19871,M,303.7,312.8,1634,33.8,63,No Failure,1
5013,M19872,M,303.8,312.9,1815,27.8,66,No Failure,1
5014,M19873,M,303.8,312.9,1594,35.2,69,No Failure,1
5015,L52194,L,303.8,313.0,1452,38.6,72,No Failure,1
5016,L52195,L,303.9,313.0,1759,28.4,74,No Failure,1
5017,L52196,L,303.9,313.0,1408,47.5,76,No Failure,1
5018,L52197,L,303.9,313.0,1483,45.0,78,No Failure,1
5019,M19878,M,303.9,313.0,1620,36.6,80,No Failure,1
5020,M19879,M,304.0,313.1,1466,39.5,83,No Failure,1
5021,L52200,L,304.1,313.1,1556,36.3,86,No Failure,1
5022,L52201,L,304.0,313.0,1350,61.1,88,No Failure,1
5023,L52202,L,304.0,313.1,1404,47.1,90,No Failure,1
5024,M19883,M,304.0,313.0,1575,34.5,92,No Failure,1
5025,L52204,L,303.9,313.1,1639,29.0,95,No Failure,1
5026,M19885,M,303.9,313.1,1473,42.8,97,No Failure,1
5027,L52206,L,303.9,313.2,1481,40.0,100,No Failure,1
5028,L52207,L,304.0,313.3,1294,54.6,102,No Failure,1
5029,M19888,M,303.9,313.2,1630,29.3,104,No Failure,1
5030,M19889,M,303.9,313.2,1624,39.8,107,No Failure,1
5031,M19890,M,303.9,313.1,1437,48.3,110,No Failure,1
5032,M19891,M,303.8,313.0,1514,45.0,113,No Failure,1
5033,M19892,M,304.0,313.1,1694,31.4,116,No Failure,1
5034,L52213,L,304.0,313.1,1564,50.9,119,No Failure,1
5035,M19894,M,303.9,313.1,1514,41.1,121,No Failure,1
5036,M19895,M,304.0,313.2,1500,40.6,124,No Failure,1
5037,L52216,L,304.0,313.2,1615,37.8,127,No Failure,1
5038,M19897,M,304.1,313.2,1586,41.1,129,No Failure,1
5039,L52218,L,304.1,313.3,1732,28.5,132,No Failure,1
5040,H34453,H,304.1,313.3,1689,32.5,134,No Failure,1
5041,H34454,H,304.1,313.2,1586,34.6,139,No Failure,1
5042,L52221,L,304.0,313.2,1314,47.1,144,No Failure,1
5043,L52222,L,304.1,313.2,1569,35.8,146,No Failure,1
5044,L52223,L,304.1,313.2,1468,39.4,148,No Failure,1
5045,L52224,L,304.1,313.2,1412,47.5,150,No Failure,1
5046,M19905,M,304.1,313.2,1510,46.9,152,No Failure,1
5047,M19906,M,304.1,313.2,1410,42.4,155,No Failure,1
5048,M19907,M,304.1,313.3,1680,29.3,158,No Failure,1
5049,H34462,H,304.0,313.2,1271,68.6,161,Power Failure,3
5050,H34463,H,304.0,313.1,1472,45.5,166,No Failure,1
5051,H34464,H,304.0,313.0,1701,30.4,171,No Failure,1
5052,L52231,L,303.9,313.0,1480,39.9,176,No Failure,1
5053,L52232,L,303.9,313.0,1433,48.4,178,No Failure,1
5054,L52233,L,303.8,312.9,1514,34.3,180,No Failure,1
5055,L52234,L,303.8,312.9,1619,35.7,182,No Failure,1
5056,H34469,H,303.8,312.9,1378,45.6,184,No Failure,1
5057,M19916,M,303.9,312.9,1430,53.5,189,No Failure,1
5058,L52237,L,303.8,312.9,1367,49.9,192,No Failure,1
5059,L52238,L,303.9,312.9,1526,42.5,194,No Failure,1
5060,L52239,L,303.9,312.8,1419,47.9,196,No Failure,1
5061,L52240,L,304.0,312.8,1542,42.7,198,No Failure,1
5062,L52241,L,304.0,312.9,1363,62.5,200,Overstrain Failure,2
5063,L52242,L,304.0,312.9,1313,53.9,202,No Failure,1
5064,H34477,H,304.0,312.9,1495,46.6,0,No Failure,1
5065,L52244,L,304.0,313.0,1407,42.1,5,No Failure,1
5066,L52245,L,304.1,313.0,1566,37.2,7,No Failure,1
5067,L52246,L,304.1,313.1,1550,30.9,9,No Failure,1
5068,M19927,M,304.2,313.2,1396,50.5,11,No Failure,1
5069,M19928,M,304.3,313.3,1540,39.0,14,No Failure,1
5070,M19929,M,304.2,313.2,1380,48.7,17,No Failure,1
5071,M19930,M,304.2,313.1,1608,31.1,20,No Failure,1
5072,H34485,H,304.2,313.0,1442,40.9,23,No Failure,1
5073,L52252,L,304.1,313.0,1408,45.3,28,No Failure,1
5074,M19933,M,304.0,313.0,1454,46.8,30,No Failure,1
5075,L52254,L,304.1,313.1,1666,34.6,33,No Failure,1
5076,L52255,L,304.1,313.2,1366,46.6,35,No Failure,1
5077,L52256,L,304.2,313.2,1464,44.9,37,No Failure,1
5078,L52257,L,304.3,313.3,1775,24.9,39,No Failure,1
5079,M19938,M,304.3,313.4,1482,43.8,41,No Failure,1
5080,M19939,M,304.2,313.4,1411,54.8,44,No Failure,1
5081,L52260,L,304.2,313.3,1410,51.6,47,No Failure,1
5082,M19941,M,304.1,313.3,1494,39.0,49,No Failure,1
5083,H34496,H,304.1,313.2,1590,43.4,52,No Failure,1
5084,L52263,L,304.1,313.1,1327,54.1,57,No Failure,1
5085,L52264,L,304.1,313.1,1969,20.8,59,No Failure,1
5086,M19945,M,304.0,313.0,1377,56.0,61,No Failure,1
5087,L52266,L,304.0,313.0,1541,45.9,64,No Failure,1
5088,M19947,M,304.0,313.0,1685,28.2,66,No Failure,1
5089,L52268,L,304.0,313.1,1465,41.0,69,No Failure,1
5090,M19949,M,303.9,313.1,1483,47.2,71,No Failure,1
5091,M19950,M,303.9,313.2,1570,40.7,74,No Failure,1
5092,L52271,L,303.9,313.2,1345,48.2,77,No Failure,1
5093,M19952,M,303.9,313.2,1608,40.6,79,No Failure,1
5094,M19953,M,304.0,313.3,1415,52.8,82,No Failure,1
5095,M19954,M,304.1,313.5,1470,45.8,85,No Failure,1
5096,M19955,M,304.1,313.5,1428,39.9,88,No Failure,1
5097,H34510,H,304.2,313.5,1627,32.2,91,No Failure,1
5098,L52277,L,304.2,313.4,1457,49.4,96,No Failure,1
5099,L52278,L,304.2,313.4,1475,40.2,98,No Failure,1
5100,L52279,L,304.2,313.5,1438,50.1,100,No Failure,1
5101,M19960,M,304.2,313.5,1437,47.2,102,No Failure,1
5102,M19961,M,304.1,313.4,1518,42.4,105,No Failure,1
5103,M19962,M,304.1,313.5,1587,33.6,108,No Failure,1
5104,L52283,L,304.1,313.4,1399,43.7,111,No Failure,1
5105,L52284,L,304.1,313.5,1469,44.6,113,No Failure,1
5106,L52285,L,304.1,313.4,1374,56.6,115,No Failure,1
5107,L52286,L,304.0,313.3,1519,36.7,117,No Failure,1
5108,L52287,L,303.9,313.2,1540,44.4,119,No Failure,1
5109,L52288,L,303.9,313.3,1394,51.6,121,No Failure,1
5110,M19969,M,304.0,313.4,1389,45.8,123,No Failure,1
5111,M19970,M,304.0,313.5,1732,26.2,126,No Failure,1
5112,L52291,L,304.1,313.6,1556,37.4,129,No Failure,1
5113,M19972,M,304.1,313.6,1441,43.7,131,No Failure,1
5114,L52293,L,304.1,313.6,1382,46.7,134,No Failure,1
5115,M19974,M,304.2,313.8,1481,44.9,136,No Failure,1
5116,M19975,M,304.2,313.7,2113,18.4,139,No Failure,1
5117,L52296,L,304.2,313.8,1401,53.9,142,No Failure,1
5118,L52297,L,304.1,313.6,1611,31.4,144,No Failure,1
5119,M19978,M,304.2,313.6,1512,33.4,146,No Failure,1
5120,L52299,L,304.2,313.6,1411,46.0,149,No Failure,1
5121,M19980,M,304.2,313.6,1424,43.7,151,No Failure,1
5122,L52301,L,304.2,313.6,1469,40.0,154,No Failure,1
5123,H34536,H,304.2,313.5,1684,29.8,156,No Failure,1
5124,M19983,M,304.2,313.5,1532,41.3,161,No Failure,1
5125,M19984,M,304.2,313.5,1557,37.3,164,No Failure,1
5126,M19985,M,304.3,313.5,1416,48.1,167,No Failure,1
5127,L52306,L,304.3,313.5,1802,25.4,170,No Failure,1
5128,M19987,M,304.3,313.5,2245,15.1,172,No Failure,1
5129,L52308,L,304.2,313.4,1434,42.5,175,No Failure,1
5130,M19989,M,304.1,313.3,1725,28.3,177,No Failure,1
5131,L52310,L,304.2,313.3,1668,35.7,180,No Failure,1
5132,L52311,L,304.1,313.3,1452,43.9,182,No Failure,1
5133,L52312,L,304.1,313.3,1415,50.0,184,No Failure,1
5134,L52313,L,304.1,313.2,1824,25.8,186,No Failure,1
5135,L52314,L,304.1,313.3,1438,45.5,188,No Failure,1
5136,L52315,L,304.1,313.3,1883,24.5,190,No Failure,1
5137,L52316,L,304.2,313.4,1735,28.9,192,No Failure,1
5138,L52317,L,304.3,313.5,1464,36.7,194,No Failure,1
5139,M19998,M,304.3,313.6,1489,40.3,196,No Failure,1
5140,M19999,M,304.4,313.6,1510,38.9,199,No Failure,1
5141,M20000,M,304.3,313.6,1585,32.1,202,No Failure,1
5142,L52321,L,304.4,313.7,1509,35.0,205,Tool Wear Failure,5
5143,L52322,L,304.4,313.6,1568,39.1,0,No Failure,1
5144,M20003,M,304.3,313.5,1525,42.0,2,No Failure,1
5145,L52324,L,304.4,313.7,1607,33.5,5,No Failure,1
5146,L52325,L,304.5,313.7,1670,32.9,7,No Failure,1
5147,L52326,L,304.4,313.6,1585,38.9,9,No Failure,1
5148,L52327,L,304.4,313.6,1569,38.4,11,No Failure,1
5149,L52328,L,304.4,313.6,1507,43.1,13,No Failure,1
5150,L52329,L,304.3,313.5,1452,41.5,15,No Failure,1
5151,L52330,L,304.3,313.5,1590,29.8,17,No Failure,1
5152,L52331,L,304.3,313.6,1409,56.0,19,No Failure,1
5153,L52332,L,304.3,313.5,2643,12.7,21,No Failure,1
5154,L52333,L,304.2,313.4,1644,31.7,23,No Failure,1
5155,L52334,L,304.2,313.4,1568,37.6,25,No Failure,1
5156,H34569,H,304.2,313.3,1625,37.3,27,No Failure,1
5157,L52336,L,304.2,313.4,1482,41.4,32,No Failure,1
5158,H34571,H,304.1,313.3,1397,49.6,34,No Failure,1
5159,L52338,L,304.1,313.3,1459,50.3,39,No Failure,1
5160,L52339,L,304.2,313.4,1490,44.0,41,No Failure,1
5161,L52340,L,304.1,313.2,1434,50.1,43,No Failure,1
5162,M20021,M,304.1,313.2,2028,18.9,45,No Failure,1
5163,L52342,L,304.2,313.3,1464,45.9,48,No Failure,1
5164,M20023,M,304.2,313.4,1713,23.5,50,No Failure,1
5165,M20024,M,304.3,313.4,1624,32.1,53,No Failure,1
5166,L52345,L,304.2,313.4,1421,43.4,56,No Failure,1
5167,H34580,H,304.2,313.5,1546,41.4,58,No Failure,1
5168,L52347,L,304.2,313.4,1639,32.7,63,No Failure,1
5169,H34582,H,304.1,313.4,1696,29.6,65,No Failure,1
5170,L52349,L,304.1,313.3,1470,39.9,70,No Failure,1
5171,M20030,M,304.1,313.3,1480,38.4,72,No Failure,1
5172,M20031,M,304.2,313.4,1329,54.5,75,No Failure,1
5173,L52352,L,304.2,313.4,1740,28.2,78,No Failure,1
5174,M20033,M,304.2,313.5,1739,28.1,80,No Failure,1
5175,M20034,M,304.2,313.5,1390,47.8,83,No Failure,1
5176,L52355,L,304.2,313.4,1740,23.7,86,No Failure,1
5177,M20036,M,304.0,313.3,1844,27.1,88,No Failure,1
5178,H34591,H,304.0,313.1,1388,53.2,91,No Failure,1
5179,H34592,H,304.0,313.2,1517,43.1,96,No Failure,1
5180,M20039,M,304.0,313.1,1450,42.8,101,No Failure,1
5181,L52360,L,304.0,313.2,1584,38.7,104,No Failure,1
5182,L52361,L,304.0,313.1,1720,28.7,106,No Failure,1
5183,L52362,L,303.9,313.1,1586,31.9,108,No Failure,1
5184,M20043,M,303.9,313.0,1901,22.5,110,No Failure,1
5185,L52364,L,304.0,313.0,1397,42.4,113,No Failure,1
5186,L52365,L,304.0,313.0,2012,21.1,115,No Failure,1
5187,L52366,L,304.0,313.0,2354,15.0,117,No Failure,1
5188,L52367,L,304.0,313.1,1648,35.7,119,No Failure,1
5189,L52368,L,304.0,313.2,1632,30.6,121,No Failure,1
5190,M20049,M,304.1,313.2,1427,46.9,123,No Failure,1
5191,L52370,L,304.1,313.2,1452,48.0,126,No Failure,1
5192,L52371,L,304.0,313.2,1416,46.0,128,No Failure,1
5193,L52372,L,303.9,313.1,1310,62.9,130,No Failure,1
5194,H34607,H,304.0,313.1,1408,39.8,132,No Failure,1
5195,M20054,M,303.9,313.1,1668,34.4,137,No Failure,1
5196,L52375,L,303.9,313.0,1551,36.8,140,No Failure,1
5197,H34610,H,303.9,313.0,1517,36.0,142,No Failure,1
5198,H34611,H,303.8,312.9,1570,35.8,147,No Failure,1
5199,L52378,L,303.8,312.8,1428,53.3,152,No Failure,1
5200,L52379,L,303.8,312.8,1503,40.0,154,No Failure,1
5201,L52380,L,303.8,312.8,1416,58.7,156,No Failure,1
5202,M20061,M,303.7,312.7,1396,47.3,158,No Failure,1
5203,L52382,L,303.7,312.7,1335,51.1,161,No Failure,1
5204,M20063,M,303.7,312.6,1671,30.5,163,No Failure,1
5205,L52384,L,303.7,312.7,1989,22.4,166,No Failure,1
5206,L52385,L,303.7,312.7,1468,43.3,168,No Failure,1
5207,H34620,H,303.7,312.6,1711,27.6,170,No Failure,1
5208,M20067,M,303.8,312.7,1488,41.3,175,No Failure,1
5209,L52388,L,303.8,312.7,1664,29.3,178,No Failure,1
5210,M20069,M,303.8,312.7,1507,38.5,180,No Failure,1
5211,L52390,L,303.7,312.6,1466,42.5,183,No Failure,1
5212,L52391,L,303.7,312.5,1433,53.6,185,No Failure,1
5213,L52392,L,303.7,312.5,1397,45.7,187,No Failure,1
5214,M20073,M,303.7,312.6,1429,43.3,189,No Failure,1
5215,L52394,L,303.7,312.7,1572,37.2,192,No Failure,1
5216,M20075,M,303.7,312.7,1532,42.7,194,No Failure,1
5217,M20076,M,303.7,312.7,1316,51.8,197,No Failure,1
5218,M20077,M,303.8,312.8,1420,47.9,200,No Failure,1
5219,L52398,L,303.8,312.9,1589,37.2,203,No Failure,1
5220,L52399,L,303.8,313.0,1365,59.9,205,Overstrain Failure,2
5221,L52400,L,303.8,313.0,1633,32.9,207,No Failure,1
5222,L52401,L,303.9,313.0,1626,31.4,209,No Failure,1
5223,L52402,L,303.9,313.1,1665,29.6,0,No Failure,1
5224,M20083,M,303.9,313.2,1350,47.2,2,No Failure,1
5225,L52404,L,303.9,313.2,1590,31.9,5,No Failure,1
5226,M20085,M,304.0,313.2,1437,53.9,7,No Failure,1
5227,L52406,L,303.9,313.0,1403,48.3,10,No Failure,1
5228,L52407,L,303.9,313.1,1440,41.1,12,No Failure,1
5229,M20088,M,303.9,313.1,1343,61.4,14,No Failure,1
5230,H34643,H,303.9,313.1,1790,26.7,17,No Failure,1
5231,M20090,M,303.8,313.1,2117,18.6,22,No Failure,1
5232,L52411,L,303.8,313.1,1458,42.2,25,No Failure,1
5233,L52412,L,303.6,312.9,1381,57.8,27,No Failure,1
5234,L52413,L,303.6,312.9,1450,45.3,29,No Failure,1
5235,L52414,L,303.7,312.9,1461,50.1,31,No Failure,1
5236,M20095,M,303.7,312.9,1511,41.0,33,No Failure,1
5237,L52416,L,303.8,313.1,1394,45.4,36,No Failure,1
5238,L52417,L,303.8,313.0,1499,42.3,38,No Failure,1
5239,L52418,L,303.7,313.0,1457,44.1,40,No Failure,1
5240,L52419,L,303.7,313.0,1753,29.0,42,No Failure,1
5241,L52420,L,303.7,313.0,1694,28.0,44,No Failure,1
5242,L52421,L,303.7,313.1,1683,28.4,46,No Failure,1
5243,L52422,L,303.7,313.1,1496,47.4,48,No Failure,1
5244,L52423,L,303.7,313.1,1721,34.8,50,No Failure,1
5245,L52424,L,303.6,313.0,1593,31.6,52,No Failure,1
5246,L52425,L,303.6,313.0,1575,38.3,54,No Failure,1
5247,L52426,L,303.5,313.0,1465,41.0,56,No Failure,1
5248,L52427,L,303.6,313.1,1405,38.3,58,No Failure,1
5249,M20108,M,303.5,313.0,1902,21.6,60,No Failure,1
5250,M20109,M,303.4,312.9,1422,39.9,63,No Failure,1
5251,L52430,L,303.5,312.9,1332,52.9,66,No Failure,1
5252,M20111,M,303.4,312.9,1307,54.3,68,No Failure,1
5253,L52432,L,303.5,313.0,1322,59.5,71,No Failure,1
5254,L52433,L,303.5,313.0,1547,40.3,73,No Failure,1
5255,L52434,L,303.5,313.1,1897,23.6,75,No Failure,1
5256,M20115,M,303.5,313.0,1403,51.9,77,No Failure,1
5257,L52436,L,303.5,313.0,1393,51.6,80,No Failure,1
5258,L52437,L,303.5,313.0,1482,38.5,82,No Failure,1
5259,M20118,M,303.5,312.9,1572,44.7,84,No Failure,1
5260,L52439,L,303.5,312.9,1544,36.9,87,No Failure,1
5261,M20120,M,303.5,313.0,1492,46.1,89,No Failure,1
5262,L52441,L,303.4,312.8,1513,35.8,92,No Failure,1
5263,L52442,L,303.4,312.8,1449,43.9,94,No Failure,1
5264,L52443,L,303.5,312.8,1877,22.3,96,No Failure,1
5265,L52444,L,303.4,312.8,1376,53.4,98,No Failure,1
5266,M20125,M,303.5,312.9,1883,23.3,100,No Failure,1
5267,M20126,M,303.4,312.8,1518,38.7,103,No Failure,1
5268,M20127,M,303.5,312.9,1438,42.8,106,No Failure,1
5269,L52448,L,303.4,312.9,1389,54.1,109,No Failure,1
5270,L52449,L,303.5,312.9,1504,44.8,111,No Failure,1
5271,L52450,L,303.5,312.9,1275,64.4,113,No Failure,1
5272,L52451,L,303.6,313.0,1534,39.7,115,No Failure,1
5273,M20132,M,303.6,313.0,1396,38.2,117,No Failure,1
5274,L52453,L,303.6,313.1,1395,44.1,120,No Failure,1
5275,L52454,L,303.6,313.0,1617,30.9,122,No Failure,1
5276,L52455,L,303.7,313.1,1423,41.2,124,No Failure,1
5277,L52456,L,303.5,313.0,1606,34.0,126,No Failure,1
5278,L52457,L,303.5,312.9,1501,44.0,128,No Failure,1
5279,M20138,M,303.5,312.9,1618,30.4,130,No Failure,1
5280,L52459,L,303.6,313.0,1522,35.8,133,No Failure,1
5281,L52460,L,303.6,312.9,1480,41.4,135,No Failure,1
5282,M20141,M,303.7,313.0,1469,39.9,137,No Failure,1
5283,H34696,H,303.8,313.2,1381,52.4,140,No Failure,1
5284,L52463,L,303.8,313.2,1525,41.9,145,No Failure,1
5285,M20144,M,303.8,313.2,1732,29.6,147,No Failure,1
5286,L52465,L,303.8,313.1,1523,39.8,150,No Failure,1
5287,L52466,L,303.8,313.1,1422,42.4,152,No Failure,1
5288,H34701,H,303.8,313.2,1506,46.9,154,No Failure,1
5289,L52468,L,303.8,313.2,1531,39.4,159,No Failure,1
5290,M20149,M,303.9,313.3,1507,34.3,161,No Failure,1
5291,L52470,L,303.9,313.3,1526,40.7,164,No Failure,1
5292,L52471,L,303.8,313.3,1406,52.1,166,No Failure,1
5293,M20152,M,303.9,313.3,1567,35.0,168,No Failure,1
5294,M20153,M,303.9,313.4,1464,49.1,171,No Failure,1
5295,L52474,L,303.9,313.4,1442,48.5,174,No Failure,1
5296,L52475,L,303.8,313.2,1336,47.8,176,No Failure,1
5297,H34710,H,303.8,313.2,1379,50.2,178,No Failure,1
5298,L52477,L,303.7,313.1,1406,48.6,183,No Failure,1
5299,M20158,M,303.7,313.1,2130,18.1,185,No Failure,1
5300,L52479,L,303.7,313.1,1355,49.1,188,No Failure,1
5301,M20160,M,303.8,313.2,1710,26.5,190,No Failure,1
5302,L52481,L,303.8,313.1,1309,55.8,193,No Failure,1
5303,L52482,L,303.9,313.1,1491,37.2,195,No Failure,1
5304,L52483,L,303.9,313.2,1481,44.1,197,No Failure,1
5305,L52484,L,303.9,313.1,1425,49.3,199,No Failure,1
5306,H34719,H,303.9,313.2,1680,29.1,201,No Failure,1
5307,H34720,H,304.0,313.2,1612,31.7,206,No Failure,1
5308,L52487,L,304.0,313.3,1530,34.8,211,No Failure,1
5309,L52488,L,304.0,313.2,1481,42.6,213,No Failure,1
5310,M20169,M,303.9,313.2,1422,48.0,215,Tool Wear Failure,5
5311,L52490,L,303.8,313.0,1427,43.0,0,No Failure,1
5312,H34725,H,303.7,312.9,1460,49.8,2,No Failure,1
5313,L52492,L,303.6,312.9,1873,23.5,7,No Failure,1
5314,M20173,M,303.7,312.9,1566,32.6,9,No Failure,1
5315,L52494,L,303.6,312.8,1701,30.8,12,No Failure,1
5316,L52495,L,303.6,312.8,1710,27.2,14,No Failure,1
5317,M20176,M,303.6,312.8,1689,33.1,16,No Failure,1
5318,L52497,L,303.6,312.7,1637,32.9,19,No Failure,1
5319,L52498,L,303.5,312.6,1496,39.0,21,No Failure,1
5320,M20179,M,303.5,312.7,1402,47.0,23,No Failure,1
5321,L52500,L,303.4,312.7,1363,45.5,26,No Failure,1
5322,M20181,M,303.4,312.7,1576,49.9,28,No Failure,1
5323,M20182,M,303.4,312.7,1357,55.3,31,No Failure,1
5324,M20183,M,303.4,312.7,1399,48.4,34,No Failure,1
5325,M20184,M,303.4,312.8,1526,30.8,37,No Failure,1
5326,L52505,L,303.5,312.7,1694,27.3,40,No Failure,1
5327,M20186,M,303.5,312.7,1420,49.1,42,No Failure,1
5328,M20187,M,303.5,312.7,2116,16.7,45,No Failure,1
5329,M20188,M,303.7,312.9,1406,41.9,48,No Failure,1
5330,L52509,L,303.7,313.0,1456,45.5,51,No Failure,1
5331,L52510,L,303.6,312.9,1588,31.9,53,No Failure,1
5332,L52511,L,303.7,312.8,1448,44.5,55,No Failure,1
5333,H34746,H,303.6,312.7,1403,46.2,57,No Failure,1
5334,M20193,M,303.5,312.6,1405,51.6,62,No Failure,1
5335,M20194,M,303.4,312.6,2706,9.8,65,Power Failure,3
5336,M20195,M,303.3,312.4,1505,38.9,68,No Failure,1
5337,L52516,L,303.2,312.4,1663,33.7,71,No Failure,1
5338,M20197,M,303.3,312.6,1482,44.4,73,No Failure,1
5339,M20198,M,303.3,312.5,1674,32.7,76,No Failure,1
5340,M20199,M,303.4,312.7,1594,32.8,79,No Failure,1
5341,L52520,L,303.5,312.7,1393,49.3,82,No Failure,1
5342,H34755,H,303.5,312.8,1404,55.8,84,No Failure,1
5343,M20202,M,303.5,312.8,1375,45.7,89,No Failure,1
5344,L52523,L,303.5,312.8,1607,38.4,92,No Failure,1
5345,L52524,L,303.4,312.8,1360,50.8,94,No Failure,1
5346,L52525,L,303.5,312.8,1524,39.4,96,No Failure,1
5347,L52526,L,303.4,312.7,1534,35.5,98,No Failure,1
5348,L52527,L,303.3,312.7,1262,63.8,100,No Failure,1
5349,L52528,L,303.3,312.6,1623,34.6,102,No Failure,1
5350,M20209,M,303.3,312.7,1642,33.6,104,No Failure,1
5351,M20210,M,303.4,312.8,1622,35.1,107,No Failure,1
5352,M20211,M,303.5,312.9,1530,34.5,110,No Failure,1
5353,M20212,M,303.4,312.8,1590,36.3,113,No Failure,1
5354,L52533,L,303.4,312.7,1589,34.0,116,No Failure,1
5355,L52534,L,303.4,312.6,1462,37.5,118,No Failure,1
5356,H34769,H,303.3,312.5,1328,49.8,120,No Failure,1
5357,H34770,H,303.3,312.6,1692,29.0,125,No Failure,1
5358,L52537,L,303.3,312.5,1968,20.6,130,No Failure,1
5359,H34772,H,303.3,312.6,1827,24.2,132,No Failure,1
5360,M20219,M,303.3,312.6,1397,47.1,137,No Failure,1
5361,L52540,L,303.3,312.6,1463,44.0,140,No Failure,1
5362,L52541,L,303.3,312.7,1643,30.7,142,No Failure,1
5363,L52542,L,303.2,312.6,1281,57.0,144,No Failure,1
5364,L52543,L,303.2,312.5,1518,39.9,146,No Failure,1
5365,L52544,L,303.2,312.6,1601,35.3,148,No Failure,1
5366,L52545,L,303.1,312.6,1548,36.4,150,No Failure,1
5367,H34780,H,303.1,312.6,1404,40.6,152,No Failure,1
5368,M20227,M,303.1,312.5,1766,26.7,157,No Failure,1
5369,M20228,M,303.1,312.5,1667,30.0,160,No Failure,1
5370,H34783,H,303.0,312.5,1507,37.9,163,No Failure,1
5371,H34784,H,303.0,312.4,1627,37.1,168,No Failure,1
5372,L52551,L,302.9,312.3,1435,47.7,173,No Failure,1
5373,H34786,H,302.9,312.3,1509,46.8,175,No Failure,1
5374,M20233,M,302.9,312.3,1809,25.0,180,No Failure,1
5375,L52554,L,302.9,312.3,1515,40.8,183,No Failure,1
5376,L52555,L,302.9,312.3,1530,34.9,185,No Failure,1
5377,H34790,H,302.8,312.3,1336,57.5,187,No Failure,1
5378,L52557,L,302.9,312.4,2030,19.1,192,No Failure,1
5379,L52558,L,302.9,312.4,1550,36.9,194,No Failure,1
5380,L52559,L,302.9,312.4,1446,41.7,196,No Failure,1
5381,L52560,L,302.8,312.3,1494,37.5,198,No Failure,1
5382,L52561,L,302.8,312.4,1651,27.0,200,No Failure,1
5383,L52562,L,302.9,312.4,1698,33.8,202,No Failure,1
5384,L52563,L,302.8,312.3,1504,40.3,204,No Failure,1
5385,M20244,M,302.9,312.4,1421,46.0,206,No Failure,1
5386,H34799,H,302.9,312.3,1754,26.9,209,No Failure,1
5387,L52566,L,302.9,312.2,1469,42.0,214,No Failure,1
5388,L52567,L,302.8,312.2,1433,50.0,216,No Failure,1
5389,M20248,M,302.8,312.3,1432,49.0,218,No Failure,1
5390,L52569,L,302.8,312.3,1366,49.1,221,No Failure,1
5391,H34804,H,302.8,312.3,1483,47.2,223,No Failure,1
5392,L52571,L,302.7,312.2,1572,34.4,228,No Failure,1
5393,L52572,L,302.8,312.2,1481,40.2,230,No Failure,1
5394,L52573,L,302.8,312.3,1473,42.6,232,No Failure,1
5395,M20254,M,302.8,312.3,1262,70.5,234,Power Failure,3
5396,L52575,L,302.8,312.4,1529,36.8,237,No Failure,1
5397,L52576,L,302.8,312.4,1523,39.7,239,No Failure,1
5398,M20257,M,302.8,312.3,1416,42.7,241,No Failure,1
5399,L52578,L,302.9,312.4,1923,23.9,244,No Failure,1
5400,H34813,H,302.8,312.4,1411,53.8,246,Overstrain Failure,2
5401,L52580,L,302.7,312.4,1477,46.3,251,Overstrain Failure,2
5402,M20261,M,302.6,312.3,1454,54.8,253,Tool Wear Failure,5
5403,L52582,L,302.7,312.3,1421,48.5,0,No Failure,1
5404,L52583,L,302.7,312.3,1858,25.4,2,No Failure,1
5405,H34818,H,302.8,312.5,1422,46.1,4,No Failure,1
5406,L52585,L,302.7,312.4,1444,48.7,9,No Failure,1
5407,L52586,L,302.7,312.4,1360,47.8,11,No Failure,1
5408,L52587,L,302.7,312.4,1954,24.8,13,No Failure,1
5409,L52588,L,302.6,312.4,1628,33.0,15,No Failure,1
5410,L52589,L,302.7,312.4,1433,44.2,17,No Failure,1
5411,M20270,M,302.7,312.5,1417,51.5,19,No Failure,1
5412,L52591,L,302.8,312.6,1462,39.4,22,No Failure,1
